,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
0,AppLovin's stock soars more than 30% as Wall Street sees a bottom for mobile-ad market,https://www.marketwatch.com/story/applovins-stock-soars-more-than-30-as-wall-street-sees-a-bottom-for-mobile-ad-market-11675975959,20230209T234600,['Wallace Witkowski'],"AppLovin shares rallied close to their best one-day gain ever after a strong quarter and outlook, but instead turned in just its second best.",https://images.mktw.net/im-721509?width=700&height=523,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.87644'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.076239,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.041682', 'ticker_sentiment_score': '0.167784', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'APP', 'relevance_score': '0.535653', 'ticker_sentiment_score': '0.109175', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.083251', 'ticker_sentiment_score': '-0.057988', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.124593', 'ticker_sentiment_score': '0.008348', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'U', 'relevance_score': '0.124593', 'ticker_sentiment_score': '0.090761', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.041682', 'ticker_sentiment_score': '-0.016813', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ATVI', 'relevance_score': '0.041682', 'ticker_sentiment_score': '0.167784', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GS', 'relevance_score': '0.041682', 'ticker_sentiment_score': '0.011767', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TTWO', 'relevance_score': '0.083251', 'ticker_sentiment_score': '0.043756', 'ticker_sentiment_label': 'Neutral'}]"
1,"AppLovin Analysts Like Near-Term Stability Post Q4 Performance; Remain Cautious Over Apple, Google's Privacy Covenants - AppLovin  ( NASDAQ:APP ) ",https://www.benzinga.com/news/23/02/30838213/applovin-analysts-like-near-term-stability-post-q4-performance-remain-cautious-over-apple-googles-pr,20230209T182553,['Anusuya Lahiri'],"Morgan Stanley analyst Matthew Cost maintained AppLovin Corp APP with an Equal-Weight and raised the price target from $15 to $16. APP's solid 4Q results were modestly ahead of expectations, but sequential stability in the 1Q guidance came as a positive surprise.",https://cdn.benzinga.com/files/images/story/2023/02/09/app_logo_light__311c2d07a2b1948bb4d4f579a6d8b8b0.png?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.161647'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.368569,Bullish,"[{'ticker': 'APP', 'relevance_score': '0.473208', 'ticker_sentiment_score': '0.573722', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.199859', 'ticker_sentiment_score': '-0.011588', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.199859', 'ticker_sentiment_score': '-0.011588', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.100729', 'ticker_sentiment_score': '0.304657', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
2,"Bulls Back in Driver's Seat For Moment as Buyers Resurface Following Heavy Selloff - Lyft  ( NASDAQ:LYFT ) , Walt Disney  ( NYSE:DIS ) ",https://www.benzinga.com/markets/23/02/30837398/bulls-back-in-drivers-seat-for-moment-as-buyers-resurface-following-heavy-selloff,20230209T161139,['Shawn Cruz'],"( Thursday Market Open ) Investors swooped back in and snapped up stocks early Thursday after yesterday's heavy sell-off, perhaps a sign that a decent pool of potential buyers is still out there for the time being. Upbeat earnings news from Walt Disney DIS and PepsiCo PEP didn't hurt, either.",https://cdn.benzinga.com/files/images/story/2023/02/09/shutterstock_1899670633_1.jpg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Finance', 'relevance_score': '0.166667'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.983605'}, {'topic': 'Financial Markets', 'relevance_score': '0.999993'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Earnings', 'relevance_score': '0.999998'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.166667'}, {'topic': 'Economy - Macro', 'relevance_score': '0.158519'}]",-0.038897,Neutral,"[{'ticker': 'NFLX', 'relevance_score': '0.036926', 'ticker_sentiment_score': '-0.323165', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'PYPL', 'relevance_score': '0.036926', 'ticker_sentiment_score': '-0.063997', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DE', 'relevance_score': '0.036926', 'ticker_sentiment_score': '0.113545', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.036926', 'ticker_sentiment_score': '0.104028', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ETR', 'relevance_score': '0.036926', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'KO', 'relevance_score': '0.036926', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'KHC', 'relevance_score': '0.036926', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'H', 'relevance_score': '0.036926', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.055364', 'ticker_sentiment_score': '-0.033187', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TOL', 'relevance_score': '0.036926', 'ticker_sentiment_score': '-0.001951', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.036926', 'ticker_sentiment_score': '0.104028', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PHM', 'relevance_score': '0.036926', 'ticker_sentiment_score': '-0.001951', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ENB', 'relevance_score': '0.036926', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SCHW', 'relevance_score': '0.018468', 'ticker_sentiment_score': '0.04365', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PEP', 'relevance_score': '0.073773', 'ticker_sentiment_score': '0.038907', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HAS', 'relevance_score': '0.018468', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BIIB', 'relevance_score': '0.036926', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HMC', 'relevance_score': '0.036926', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MAR', 'relevance_score': '0.036926', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
3,The Most Shorted Stocks Lead the Market in 2023: Can it Continue?,https://www.zacks.com/stock/news/2052434/the-most-shorted-stocks-lead-the-market-in-2023-can-it-continue,20230209T160300,['Zacks Investment Research'],The best performing stocks of the year so far have been those with the largest short positions ...,https://staticx-tuner.zacks.com/images/articles/main/09/2154.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.999941'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}]",0.158352,Somewhat-Bullish,"[{'ticker': 'CVNA', 'relevance_score': '0.224903', 'ticker_sentiment_score': '-0.010531', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LCID', 'relevance_score': '0.113597', 'ticker_sentiment_score': '0.041928', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.279015', 'ticker_sentiment_score': '0.275914', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.113597', 'ticker_sentiment_score': '0.164404', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AFL', 'relevance_score': '0.279015', 'ticker_sentiment_score': '0.470244', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'W', 'relevance_score': '0.113597', 'ticker_sentiment_score': '0.041928', 'ticker_sentiment_label': 'Neutral'}]"
4,Dell Is the Worst of the Worst in a Miserable PC Industry,https://www.fool.com/investing/2023/02/09/dell-is-the-worst-of-the-worst-in-a-miserable-pc-i/,20230209T153000,['James Brumley'],"The iconic computer company's business is drying up much faster than its competitors' is, and things could get worse before they get better.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F719792%2F020723-pc-shipments-through-q4-2022-idc.png&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}]",-0.072814,Neutral,"[{'ticker': 'BBY', 'relevance_score': '0.054983', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LNVGF', 'relevance_score': '0.109705', 'ticker_sentiment_score': '0.047469', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.109705', 'ticker_sentiment_score': '-0.086319', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DELL', 'relevance_score': '0.163909', 'ticker_sentiment_score': '-0.020747', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.054983', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
5,2 Excellent Stocks to Buy in 2023 and Never Sell,https://www.fool.com/investing/2023/02/09/2-excellent-stocks-to-buy-in-2023-and-never-sell/,20230209T150000,['Prosper Junior Bakiny'],"If your favorite investment period is ""forever,"" check out these two stocks.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F720033%2Ffeatured-daily-upside-image.jpeg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.999862'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.211562,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.343619', 'ticker_sentiment_score': '0.15712', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PFE', 'relevance_score': '0.474958', 'ticker_sentiment_score': '0.312259', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
6,Smartphone Sales Are Peaking. Here's Why Apple Doesn't Really Care,https://www.fool.com/investing/2023/02/09/iphone-sales-are-peaking-apple-doesnt-care/,20230209T140000,['James Brumley'],The smartphone is decreasingly a profit center of its own and increasingly a means to an end.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F719357%2F020323-apple-gross-profits.png&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.992549'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.012105,Neutral,"[{'ticker': 'SSNLF', 'relevance_score': '0.043818', 'ticker_sentiment_score': '0.019932', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.379051', 'ticker_sentiment_score': '0.04813', 'ticker_sentiment_label': 'Neutral'}]"
7,Futures Rise Ahead Of Jobless Claims; Disney Soars On Earnings,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-rise-ahead-of-jobless-claims-disney-surges-on-earnings/,20230209T132100,"[""Investor's Business Daily"", 'SCOTT LEHTONEN']",Futures Rise Ahead Of Jobless Claims. Disney Soars On Earnings Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2020/12/Stock-WallSt-Flags-adobe.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.576289'}]",0.187977,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.131284', 'ticker_sentiment_score': '0.07435', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WING', 'relevance_score': '0.131284', 'ticker_sentiment_score': '0.089298', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GM', 'relevance_score': '0.032961', 'ticker_sentiment_score': '0.111837', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.163687', 'ticker_sentiment_score': '0.302137', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ABBV', 'relevance_score': '0.032961', 'ticker_sentiment_score': '0.133181', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.032961', 'ticker_sentiment_score': '0.11087', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VC', 'relevance_score': '0.195814', 'ticker_sentiment_score': '0.235315', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.131284', 'ticker_sentiment_score': '0.033186', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.163687', 'ticker_sentiment_score': '0.114009', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AZN', 'relevance_score': '0.032961', 'ticker_sentiment_score': '0.133181', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ETSY', 'relevance_score': '0.163687', 'ticker_sentiment_score': '0.041098', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CAT', 'relevance_score': '0.163687', 'ticker_sentiment_score': '0.167682', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PI', 'relevance_score': '0.032961', 'ticker_sentiment_score': '-0.063861', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PEP', 'relevance_score': '0.032961', 'ticker_sentiment_score': '-0.033223', 'ticker_sentiment_label': 'Neutral'}]"
8,"In-Car Infotainment Market is projected to grow USD 11,940.2 Million, with a registered CAGR of 7% by 2030 - Report by Market Research Future  ( MRFR ) ",https://www.benzinga.com/pressreleases/23/02/g30829659/in-car-infotainment-market-is-projected-to-grow-usd-11-940-2-million-with-a-registered-cagr-of-7-b,20230209T113848,['Globe Newswire'],"New York, US, Feb. 09, 2023 ( GLOBE NEWSWIRE ) -- According to a comprehensive research report by Market Research Future ( MRFR ) , ""In-Car Infotainment Market, By Component, Vehicle Type, Connectivity, Installation- Forecast till 2030, The global in-car infotainment market size is projected to ...",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,General,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.288266,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.030958', 'ticker_sentiment_score': '-0.040707', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DNZOF', 'relevance_score': '0.030958', 'ticker_sentiment_score': '-0.040707', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'F', 'relevance_score': '0.030958', 'ticker_sentiment_score': '-0.040707', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GM', 'relevance_score': '0.030958', 'ticker_sentiment_score': '-0.040707', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PCRFF', 'relevance_score': '0.030958', 'ticker_sentiment_score': '-0.040707', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VC', 'relevance_score': '0.030958', 'ticker_sentiment_score': '-0.040707', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FJTSF', 'relevance_score': '0.030958', 'ticker_sentiment_score': '-0.040707', 'ticker_sentiment_label': 'Neutral'}]"
9,"Futures rise on earnings optimism, Disney climbs on revamp plan",https://www.reuters.com/markets/us/futures-rise-earnings-optimism-disney-climbs-revamp-plan-2023-02-09/,20230209T112615,['Reuters'],Feb 9 ( Reuters ) - U.S. stock index futures rose on Thursday as a slew of strong quarterly earnings lifted sentiment after worries that the Federal Reserve will keep interest rates higher for longer had fueled losses on Wall Street a day earlier.,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/KK5QJ5QZ7NO4DDMIXXII6CUQNU.jpg,Reuters,Markets,www.reuters.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.682689'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}]",0.133599,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.083833', 'ticker_sentiment_score': '-0.047957', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.083833', 'ticker_sentiment_score': '-0.047957', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.083833', 'ticker_sentiment_score': '-0.047957', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.083833', 'ticker_sentiment_score': '-0.047957', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MGM', 'relevance_score': '0.083833', 'ticker_sentiment_score': '0.166025', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.166743', 'ticker_sentiment_score': '-0.235135', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'PEP', 'relevance_score': '0.083833', 'ticker_sentiment_score': '0.24168', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'RL', 'relevance_score': '0.083833', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WYNN', 'relevance_score': '0.083833', 'ticker_sentiment_score': '0.166025', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ABBV', 'relevance_score': '0.083833', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'K', 'relevance_score': '0.083833', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PM', 'relevance_score': '0.083833', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
