,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
0,DOJ preparing to sue Google over ad market as soon as next month,https://www.aljazeera.com/economy/2022/8/9/doj-preparing-to-sue-google-over-ad-market-as-soon-as-next-month,20220809T204722,['Leah Nylen and Gerry Smith'],"The US Justice Department is preparing to sue Google as soon as next month, according to people familiar with the matter, capping years of work to build a case that the Alphabet Inc. unit illegally dominates the digital advertising market.",https://www.aljazeera.com/wp-content/uploads/2022/08/google.jpg?resize=770%2C513,Al Jareeza,n/a,www.aljazeera.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",-0.014415,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.47452', 'ticker_sentiment_score': '-0.093489', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.126119', 'ticker_sentiment_score': '-0.04076', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.063258', 'ticker_sentiment_score': '0.036307', 'ticker_sentiment_label': 'Neutral'}]"
1,"Unity loses less than feared, trims outlook as Applovin makes $20 billion bid for software company",https://www.marketwatch.com/story/unity-losses-less-than-feared-outlook-trimmed-as-applovin-makes-20-billion-bid-for-company-11660077317,20220809T204200,['Wallace Witkowski'],"On the same day it received an offer to acquire the company for roughly $20 billion, Unity Software Inc. reported a less-than-feared loss and pulled back on its guidance for the year, and shares slipped in the extended session.",https://images.mktw.net/im-233969/social,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.989041'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.17999,Somewhat-Bullish,"[{'ticker': 'APP', 'relevance_score': '0.262994', 'ticker_sentiment_score': '0.161745', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.17715', 'ticker_sentiment_score': '0.119352', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IS', 'relevance_score': '0.089129', 'ticker_sentiment_score': '0.085953', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'U', 'relevance_score': '0.17715', 'ticker_sentiment_score': '0.085767', 'ticker_sentiment_label': 'Neutral'}]"
2,"Direxion Launches First Apple and Tesla Single-Stock, Leveraged and Inverse ETF Pairs",https://www.benzinga.com/markets/22/08/28425667/direxion-launches-first-apple-and-tesla-single-stock-leveraged-and-inverse-etf-pairs,20220809T202232,['Direxion'],"NEW YORK, August 9, 2022 - Direxion, a leading provider of tradeable and thematic ETFs, today announced the launch of the first four of its single stock leveraged and inverse ETFs, listing on the NASDAQ, which allow sophisticated traders to obtain magnified or inverse exposure to the daily ...",,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.04124,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '0.147096', 'ticker_sentiment_score': '0.090183', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.343676', 'ticker_sentiment_score': '0.002522', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:XCP', 'relevance_score': '0.029581', 'ticker_sentiment_score': '-0.223534', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
3,Axon Reports Record Revenue Up 31% to $286 million; Raises Full-Year Outlook,https://www.prnewswire.com/news-releases/axon-reports-record-revenue-up-31-to-286-million-raises-full-year-outlook-301602906.html,20220809T200100,['Axon'],Axon Reports Record Revenue Up 31% to $286 million. Raises Full-Year Outlook PR ...,https://mma.prnewswire.com/media/231466/axon_logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.77141'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.201755,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.033751', 'ticker_sentiment_score': '0.042405', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.020254', 'ticker_sentiment_score': '0.142821', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.020254', 'ticker_sentiment_score': '0.081824', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.006752', 'ticker_sentiment_score': '0.07949', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ZM', 'relevance_score': '0.006752', 'ticker_sentiment_score': '0.07949', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TWTR', 'relevance_score': '0.006752', 'ticker_sentiment_score': '0.07949', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AXON', 'relevance_score': '0.067441', 'ticker_sentiment_score': '0.046083', 'ticker_sentiment_label': 'Neutral'}]"
4,The next frontier in the tech battle between the US and China,https://www.cnn.com/2022/08/09/tech/chips-act-semiconductor-china/index.html,20220809T194200,"['CNN Business', 'Rishi Iyengar']",( CNN Business ) The technological arms race between the United States and China has cut across everything from smartphones and cellular equipment to social media and artificial intelligence.,https://cdn.cnn.com/cnnnext/dam/assets/220728104257-china-apple-store-wuhan-0521-restricted-large-169.jpg,CNN,Economy,www.cnn.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.120232,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.068016', 'ticker_sentiment_score': '0.041179', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSNLF', 'relevance_score': '0.034039', 'ticker_sentiment_score': '0.000948', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.068016', 'ticker_sentiment_score': '0.041179', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.068016', 'ticker_sentiment_score': '0.045095', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.101869', 'ticker_sentiment_score': '0.024808', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'QCOM', 'relevance_score': '0.068016', 'ticker_sentiment_score': '0.045095', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'INTC', 'relevance_score': '0.068016', 'ticker_sentiment_score': '0.045095', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WBD', 'relevance_score': '0.101869', 'ticker_sentiment_score': '0.107902', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSM', 'relevance_score': '0.034039', 'ticker_sentiment_score': '-0.010504', 'ticker_sentiment_label': 'Neutral'}]"
5,Are Netflix Subscribers Playing Its Video Games? Here's The Latest Data,https://www.benzinga.com/general/entertainment/22/08/28422690/are-netflix-subscribers-playing-its-video-games-heres-the-latest-data,20220809T172946,['Chris Katje'],Streaming giant Netflix Inc NFLX has seen its base of subscribers decline in 2022. Video games and an ad-supported plan could be among the growth areas for the company. A new report shows the company's early role in the video game sector might be underwhelming.,https://cdn.benzinga.com/files/images/story/2022/08/09/netflix.games_.nikkimeel.shutterstock_2081949427.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.183358,Somewhat-Bullish,"[{'ticker': 'NFLX', 'relevance_score': '0.727969', 'ticker_sentiment_score': '0.175202', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.109206', 'ticker_sentiment_score': '0.064282', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.109206', 'ticker_sentiment_score': '0.064282', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TCTZF', 'relevance_score': '0.054732', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
6,"This Oil Stock Has A Better 1-Year Return Than Tesla, Ford, Nvidia, Microsoft, Amazon, Disney, Apple And Bitcoin",https://www.benzinga.com/trading-ideas/movers/22/05/27224316/this-oil-stock-has-a-better-1-year-return-than-tsla-ford-nvda-apple-microsoft,20220809T150700,['Henry Khederian'],"Occidental Petroleum Corporation OXY is among the world's most prolific oil exploration and production companies, and over the past year, recent traders and investors in the firm have been rewarded handsomely.",https://cdn.benzinga.com/files/images/story/2022/08/09/woman-3261425.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}]",0.198906,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.243701', 'ticker_sentiment_score': '0.081294', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.243701', 'ticker_sentiment_score': '0.081294', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'OXY', 'relevance_score': '0.320974', 'ticker_sentiment_score': '0.381157', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.243701', 'ticker_sentiment_score': '0.081294', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.243701', 'ticker_sentiment_score': '0.081294', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'F', 'relevance_score': '0.163909', 'ticker_sentiment_score': '0.078155', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.163909', 'ticker_sentiment_score': '0.060248', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.082393', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
7,Super Bullish Or Bearish On Tesla Or Apple? These New ETFs Are For You,https://www.benzinga.com/news/22/08/28419707/super-bullish-or-bearish-on-tesla-or-apple-theres-new-etfs-for-you,20220809T150353,['Chris Katje'],A leader in leveraged and inverse and thematic ETFs is launching new investment options for investors looking to place bets for or against two of the largest and most well-known companies in the world. Here are the details.,https://cdn.benzinga.com/files/images/story/2022/08/09/bull-g80539cf5f_1920.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.227,Somewhat-Bullish,"[{'ticker': 'PYPL', 'relevance_score': '0.107255', 'ticker_sentiment_score': '0.083483', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NKE', 'relevance_score': '0.107255', 'ticker_sentiment_score': '0.083483', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.107255', 'ticker_sentiment_score': '0.083483', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.314151', 'ticker_sentiment_score': '0.350358', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.455978', 'ticker_sentiment_score': '0.411828', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'PFE', 'relevance_score': '0.107255', 'ticker_sentiment_score': '0.083483', 'ticker_sentiment_label': 'Neutral'}]"
8,"Stock Market Today: Dow Jones, S&P 500 Drop Ahead Of Key Inflation Data; Novavax Stock Falls After Cutting Revenue Guidance",https://stockmarket.com/featured/stock-market-today-dow-jones-sp500-nvax-stock-falls-after-cutting-revenue-guidance-2022-08-09,20220809T150010,['Josh Dylan'],"Stock market indices fell Tuesday morning ahead of key inflation data. The post Stock Market Today: Dow Jones, S&P 500 Drop Ahead Of Key Inflation Data. Novavax Stock Falls After Cutting Revenue Guidance appeared first on Stock Market News, Quotes, Charts and Financial Information | ...",https://u3j7m9h7.rocketcdn.me/wp-content/uploads/2022/08/NVAX-stock-chart.jpg,StockMarket.com,n/a,stockmarket.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Finance', 'relevance_score': '0.166667'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.972193'}, {'topic': 'Financial Markets', 'relevance_score': '0.999982'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Earnings', 'relevance_score': '0.891286'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.166667'}]",0.118668,Neutral,"[{'ticker': 'XPEV', 'relevance_score': '0.127795', 'ticker_sentiment_score': '-0.050026', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.127795', 'ticker_sentiment_score': '0.126815', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TTD', 'relevance_score': '0.127795', 'ticker_sentiment_score': '-0.09423', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.127795', 'ticker_sentiment_score': '0.126815', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.064104', 'ticker_sentiment_score': '0.07417', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MMM', 'relevance_score': '0.127795', 'ticker_sentiment_score': '0.126815', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COIN', 'relevance_score': '0.127795', 'ticker_sentiment_score': '-0.09423', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.127795', 'ticker_sentiment_score': '0.126815', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LCID', 'relevance_score': '0.127795', 'ticker_sentiment_score': '-0.050026', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.127795', 'ticker_sentiment_score': '-0.050026', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NCLH', 'relevance_score': '0.127795', 'ticker_sentiment_score': '-0.09423', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NIO', 'relevance_score': '0.127795', 'ticker_sentiment_score': '-0.050026', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CAT', 'relevance_score': '0.127795', 'ticker_sentiment_score': '0.126815', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AXP', 'relevance_score': '0.127795', 'ticker_sentiment_score': '0.126815', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RBLX', 'relevance_score': '0.127795', 'ticker_sentiment_score': '-0.09423', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVAX', 'relevance_score': '0.370602', 'ticker_sentiment_score': '0.101957', 'ticker_sentiment_label': 'Neutral'}]"
9,Disney  ( DIS )  to Post Q3 Earnings: Key Factors to Consider,https://www.zacks.com/stock/news/1966170/disney-dis-to-post-q3-earnings-key-factors-to-consider,20220809T145900,['Zacks Investment Research'],"Disney's (DIS) fiscal third-quarter 2022 results are likely to benefit from an expanding Disney+ subscriber base and revival in Parks, Experiences and Products businesses.",https://staticx-tuner.zacks.com/images/articles/main/f6/446.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.201401,Somewhat-Bullish,"[{'ticker': 'NFLX', 'relevance_score': '0.276648', 'ticker_sentiment_score': '0.277687', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'WBD', 'relevance_score': '0.070517', 'ticker_sentiment_score': '0.182398', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.276648', 'ticker_sentiment_score': '0.277687', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CCZ', 'relevance_score': '0.140485', 'ticker_sentiment_score': '0.002521', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.276648', 'ticker_sentiment_score': '0.350299', 'ticker_sentiment_label': 'Bullish'}]"
