,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
0,"Apple's MR Headset Could Be A Hit Like iPhone, iPad With These 2 Two Things: Gurman - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/markets/equities/23/07/33158471/apples-mr-headset-could-be-a-hit-like-iphone-ipad-with-these-2-two-things-gurman,20230709T161033,['Shanthi Rexaline'],"Apple Inc.'s AAPL Vision Pro may not find much traction with its current pricing and form factor, according to Bloomberg columnist Mark Gurman. iPhone, iPad Flew Off Shelves At Launch: The Vision Pro mixed-reality headset will take much longer to be a significant revenue contributor, Gurman said ...",https://cdn.benzinga.com/files/images/story/2023/Apple_10.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.986714'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.162314,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.588165', 'ticker_sentiment_score': '0.204748', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
1,Is Taiwan Semiconductor Stock a Buy Now?,https://www.fool.com/investing/2023/07/09/is-taiwan-semiconductor-stock-a-buy-now/,20230709T110000,['Travis Hoium'],This is one of the most important companies in the world today.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F738878%2Fbull-market-rising-stock-charts-financial-newspaper-quotes-invest-getty.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.004688,Neutral,"[{'ticker': 'NVDA', 'relevance_score': '0.582526', 'ticker_sentiment_score': '0.006921', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.582526', 'ticker_sentiment_score': '0.006921', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'INTC', 'relevance_score': '0.582526', 'ticker_sentiment_score': '0.006921', 'ticker_sentiment_label': 'Neutral'}]"
2,Can Shiba Inu Reach $1?,https://www.fool.com/investing/2023/07/09/can-shiba-inu-reach-1/,20230709T103200,['Dominic Basulto'],Shiba Inu has had explosive rallies in the past. Can this popular meme coin do it again?,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F738748%2Fshiba-inu.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.451494'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}]",0.185596,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.213048', 'ticker_sentiment_score': '0.1606', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.05387', 'ticker_sentiment_score': '-0.012996', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:SHIB', 'relevance_score': '0.931897', 'ticker_sentiment_score': '0.323288', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRYPTO:DOGE', 'relevance_score': '0.107495', 'ticker_sentiment_score': '-0.014348', 'ticker_sentiment_label': 'Neutral'}]"
3,2 Roaring Stocks to Hold for the Next 20 Years,https://www.fool.com/investing/2023/07/08/2-roaring-stocks-to-hold-for-the-next-20-years/,20230708T160000,['Dani Cook'],"Apple and Costco are kings of retail, making them attractive long-term options.",https://media.ycharts.com/charts/82ec1d2cd00339eee1dbaa7abbc80606.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.99793'}, {'topic': 'Earnings', 'relevance_score': '0.986564'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.415099,Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.51768', 'ticker_sentiment_score': '0.577416', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'COST', 'relevance_score': '0.377142', 'ticker_sentiment_score': '0.438908', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'BAC', 'relevance_score': '0.056011', 'ticker_sentiment_score': '0.108001', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.056011', 'ticker_sentiment_score': '0.108001', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.056011', 'ticker_sentiment_score': '0.321014', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
4,What Delta and General Mills Reveal About the Economy,https://www.fool.com/investing/2023/07/08/what-delta-and-general-mills-reveal-about-the-econ/,20230708T153300,"['CFP®', 'Matthew Frankel', 'Bill Barker', 'and Ricky Mulvey', 'Jason Moser', 'Motley Fool Staff']",We also take a look at regional banks.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F738572%2Fjoe-biden-white-house-photo-speak-with-reporters-adam-schultz.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.769861'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.99992'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.905476'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]",0.135733,Neutral,"[{'ticker': 'GIS', 'relevance_score': '0.072124', 'ticker_sentiment_score': '0.00507', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NFLX', 'relevance_score': '0.010317', 'ticker_sentiment_score': '0.042881', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.163909', 'ticker_sentiment_score': '0.114646', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.051551', 'ticker_sentiment_score': '0.088999', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAC', 'relevance_score': '0.010317', 'ticker_sentiment_score': '0.087111', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'KO', 'relevance_score': '0.010317', 'ticker_sentiment_score': '0.074258', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WFC', 'relevance_score': '0.020633', 'ticker_sentiment_score': '0.067399', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AZO', 'relevance_score': '0.041251', 'ticker_sentiment_score': '0.085195', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HNST', 'relevance_score': '0.010317', 'ticker_sentiment_score': '0.097474', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.020633', 'ticker_sentiment_score': '0.035883', 'ticker_sentiment_label': 'Neutral'}]"
5,"Apple, Rivian, Disney, And Elon Musk Will Eat A McDonalds Happy Meal On Live TV If... - Bulls And Bears - Tesla  ( NASDAQ:TSLA ) ",https://www.benzinga.com/news/large-cap/23/07/33153102/benzinga-bulls-and-bears-apple-rivian-disney-and-elon-musk-will-eat-a-mcdonalds-happy-meal-on-live,20230708T125856,['Michael Cohen'],"Benzinga examined the prospects for many investors' favorite stocks over the last week - here's a look at some of our top stories. The past week saw a downturn for all three major indices with the S&P 500 down by 1.16%, the Nasdaq losing 0.92% and the Dow registering a 1.96% fall, marking the ...",https://cdn.benzinga.com/files/images/story/2023/07/07/bulls_bears6.png?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.02922,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '0.181137', 'ticker_sentiment_score': '0.242545', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AVGO', 'relevance_score': '0.121343', 'ticker_sentiment_score': '-0.23318', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MDNDF', 'relevance_score': '0.181137', 'ticker_sentiment_score': '0.263827', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'RIVN', 'relevance_score': '0.181137', 'ticker_sentiment_score': '0.392744', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'SWKS', 'relevance_score': '0.121343', 'ticker_sentiment_score': '-0.23318', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'DIS', 'relevance_score': '0.121343', 'ticker_sentiment_score': '-0.160793', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'INFN', 'relevance_score': '0.121343', 'ticker_sentiment_score': '-0.23318', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'CIEN', 'relevance_score': '0.121343', 'ticker_sentiment_score': '-0.23318', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MSFT', 'relevance_score': '0.121343', 'ticker_sentiment_score': '-0.23318', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'TSLA', 'relevance_score': '0.297301', 'ticker_sentiment_score': '0.159067', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'QCOM', 'relevance_score': '0.121343', 'ticker_sentiment_score': '-0.23318', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.121343', 'ticker_sentiment_score': '-0.23318', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'ON', 'relevance_score': '0.121343', 'ticker_sentiment_score': '-0.23318', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'CRYPTO:DOGE', 'relevance_score': '0.181137', 'ticker_sentiment_score': '0.263827', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
6,Apple's Vision Pro Test Reveals Fit Concerns for Smaller Heads - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/news/23/07/33155929/apples-3-500-vision-pro-headset-reportedly-turns-into-a-slippery-slide-for-smaller-heads,20230708T123144,['Ananya Gairola'],"Are you excited about Apple Inc.'s AAPL highly anticipated $3,500 Vision Pro headset? Well, hold on tight because reports suggest that those with smaller heads might face a slippery situation when trying to keep the high-tech goggles on for extended periods.",https://cdn.benzinga.com/files/images/story/2023/VR_headset_1_Photo_by_Fit_Ztudio_on_Shutterstock_4.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.093804,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '0.654016', 'ticker_sentiment_score': '0.207215', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
7,The Nasdaq Had Its Best First Half in 40 Years: History Says This Will Happen Next,https://www.fool.com/investing/2023/07/08/nasdaq-best-first-half-40-years-this-happens-next/,20230708T122000,['Trevor Jennewine'],"The Nasdaq Composite skyrocketed in the first half of 2023, but its momentum may fizzle in the second half.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F738587%2Fbear-market-stocks-plunge-crash-invest-correction-getty.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.223093,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.158519', 'ticker_sentiment_score': '0.235623', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.158519', 'ticker_sentiment_score': '0.076499', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.158519', 'ticker_sentiment_score': '0.073519', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.210274', 'ticker_sentiment_score': '0.348873', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.158519', 'ticker_sentiment_score': '0.171171', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
8,2 Top Stocks to Buy for the Next Bull Market,https://www.fool.com/investing/2023/07/08/2-top-stocks-to-buy-for-the-next-bull-market/,20230708T120000,['John Ballard'],These rising stocks are poised for more gains.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F738685%2Fteaching-kids-how-to-invest-and-save-money.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.146944,Neutral,"[{'ticker': 'NFLX', 'relevance_score': '0.519739', 'ticker_sentiment_score': '0.216721', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.046907', 'ticker_sentiment_score': '0.111658', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.275867', 'ticker_sentiment_score': '0.179413', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
9,Ignore The Recession Hype. Buy These 6%+ Dividends Now,https://www.forbes.com/sites/michaelfoster/2023/07/08/ignore-the-recession-hype-buy-these-6-dividends-now/,20230708T110000,['Michael Foster'],"These bargains exist because of the media's constant bleating about a recession. But that, of course, has been completely wrong...",https://imageio.forbes.com/specials-images/imageserve/64a5ba005641c140f5b4ddd4/0x0.jpg?format=jpg&width=1200,Forbes,Money,www.forbes.com,"[{'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.154285,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.106778', 'ticker_sentiment_score': '0.200303', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JPM', 'relevance_score': '0.106778', 'ticker_sentiment_score': '0.200303', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'UNH', 'relevance_score': '0.106778', 'ticker_sentiment_score': '0.200303', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'V', 'relevance_score': '0.106778', 'ticker_sentiment_score': '0.200303', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
