,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
0,"Should you buy a new Apple Watch? The Ultra, Series 8 and SE can be preordered now",https://www.marketwatch.com/story/should-you-buy-a-new-apple-watch-the-ultra-series-8-and-se-can-be-preordered-now-11662762411,20220909T222600,['Emily Bary'],"In a period of high inflation, is it worth spending up on a new smartwatch?",https://images.mktw.net/im-620341/social,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.179539,Somewhat-Bullish,"[{'ticker': 'SSNLF', 'relevance_score': '0.024372', 'ticker_sentiment_score': '-0.089831', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.811035', 'ticker_sentiment_score': '0.268534', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
1,Biden finalized his plan to rein in Big Tech. Big Tech wasn't invited.,https://www.marketwatch.com/story/biden-finalized-his-plan-to-reign-in-big-tech-big-tech-wasnt-invited-11662754059,20220909T210800,['Jon Swartz'],"President Joe Biden's administration issued a checklist of actions needed to reign in Big Tech on Thursday, after a roundtable ""listening session"" on issues within the technology industry. But administration officials were not ""listening"" to the companies that are the targets of many of the ...",https://images.mktw.net/im-620080/social,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}]",-0.045449,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.106227', 'ticker_sentiment_score': '0.038214', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.14131', 'ticker_sentiment_score': '-0.055247', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.176116', 'ticker_sentiment_score': '-0.021902', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'INTC', 'relevance_score': '0.106227', 'ticker_sentiment_score': '0.112234', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TWTR', 'relevance_score': '0.106227', 'ticker_sentiment_score': '0.011152', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SONO', 'relevance_score': '0.244635', 'ticker_sentiment_score': '0.00932', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UBER', 'relevance_score': '0.070935', 'ticker_sentiment_score': '-0.00712', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.106227', 'ticker_sentiment_score': '0.022042', 'ticker_sentiment_label': 'Neutral'}]"
2,Why The Market Rally Is Stronger Than It Looks,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-rally-even-stronger-than-it-looks-tesla-stock-in-buy-area/,20220909T205000,"[""Investor's Business Daily"", 'ED CARSON']",Dow Jones Futures: Market Rally Even Stronger Than It Looks. Tesla Leads 5 Stocks In Buy Areas Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2021/08/Stock-BullPaintedRushing-adobe.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]",0.108771,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.077761', 'ticker_sentiment_score': '0.234989', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ENPH', 'relevance_score': '0.20537', 'ticker_sentiment_score': '0.001641', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.077761', 'ticker_sentiment_score': '0.234989', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ANET', 'relevance_score': '0.180172', 'ticker_sentiment_score': '0.023298', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PSTG', 'relevance_score': '0.20537', 'ticker_sentiment_score': '0.016083', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.3277', 'ticker_sentiment_score': '0.17329', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GFS', 'relevance_score': '0.051886', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NBIX', 'relevance_score': '0.129237', 'ticker_sentiment_score': '0.022552', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.025957', 'ticker_sentiment_score': '0.156826', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
3,"NFL's Top Product Could Help Amazon, Netflix, or Google Score",https://www.thestreet.com/investing/nfls-top-product-could-help-amazon-netflix-or-google-score,20220909T204300,['Tony Owusu'],"Adding NFL Sunday Ticket is a surefire way for a potential streamer to add millions of subs, new study suggests.",https://www.thestreet.com/.image/ar_16:9%2Cc_fill%2Ccs_srgb%2Cfl_progressive%2Cg_faces:center%2Cq_auto:good%2Cw_620/MTkyMTQ0MTgxMTY1MDQwOTc4/lightyear-lead-js-090622.jpg,The Street,n/a,www.thestreet.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}]",0.091986,Neutral,"[{'ticker': 'NFLX', 'relevance_score': '0.122269', 'ticker_sentiment_score': '0.059168', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.122269', 'ticker_sentiment_score': '0.059168', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.122269', 'ticker_sentiment_score': '0.059168', 'ticker_sentiment_label': 'Neutral'}]"
4,Apple  ( NASDAQ:AAPL )  - Apple 'Selling Fear' With Focus On Safety In New Products; Analysts See More Reasons For Consumers To Upgrade To iPhone 14,https://www.benzinga.com/analyst-ratings/analyst-color/22/09/28813951/apple-selling-fear-with-focus-on-safety-in-new-products-analysts-see-reasons-for-co,20220909T201357,['Chris Katje'],"The September event from Apple Inc AAPL revealed details of the new iPhone 14, Apple Watch and Airpods. Here's what analysts think of the updates and what it could mean for the future of the technology giant. The Apple Analysts: Morgan Stanley analyst Erik Woodring had an Overweight rating and a ...",https://cdn.benzinga.com/files/images/story/2022/09/09/apple-iphone-14-iphone-14-plus-5up-hero-220907.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}]",0.095321,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '0.960489', 'ticker_sentiment_score': '0.141209', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVGO', 'relevance_score': '0.155451', 'ticker_sentiment_score': '-0.075472', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SWKS', 'relevance_score': '0.155451', 'ticker_sentiment_score': '-0.075472', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'QRVO', 'relevance_score': '0.155451', 'ticker_sentiment_score': '-0.075472', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.078099', 'ticker_sentiment_score': '-0.13702', 'ticker_sentiment_label': 'Neutral'}]"
5,SPDR S&P 500  ( ARCA:SPY )  - S&P 500 Snaps 3-Week Losing Streak As Investors Digest Powell's Latest Inflation Comments,https://www.benzinga.com/news/22/09/28815156/s-p-500-snaps-3-week-losing-streak-as-investors-digest-powells-latest-comments,20220909T200550,['Wayne Duggan'],The SPDR S&P 500 ETF Trust SPY broke a three-week losing streak this week as the latest commentary from Federal Reserve Chair Jerome Powell suggests the Fed will continue to aggressively combat inflation.,https://cdn.benzinga.com/files/images/story/2022/09/09/shutterstock_176534375.jpg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.838487'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.977154'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.2'}]",-0.061057,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '0.243701', 'ticker_sentiment_score': '-0.052261', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.163909', 'ticker_sentiment_score': '-0.173326', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'APE', 'relevance_score': '0.082393', 'ticker_sentiment_score': '0.073635', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TWTR', 'relevance_score': '0.243701', 'ticker_sentiment_score': '-0.231869', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'ADBE', 'relevance_score': '0.163909', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MTRX', 'relevance_score': '0.163909', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ORCL', 'relevance_score': '0.163909', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ZS', 'relevance_score': '0.163909', 'ticker_sentiment_score': '0.203682', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'HOOD', 'relevance_score': '0.163909', 'ticker_sentiment_score': '0.100592', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GME', 'relevance_score': '0.163909', 'ticker_sentiment_score': '0.100592', 'ticker_sentiment_label': 'Neutral'}]"
6,How Big Tech is muscling in on health care - we rank the strategies of our 4 core holdings,https://www.cnbc.com/2022/09/09/how-big-tech-is-muscling-in-on-health-care-we-rank-the-strategies-of-our-4-core-holdings.html,20220909T192022,['Paulina Likos'],They're all vying for a slice of the more than $4 trillion that Americans spend each year on their health.,https://image.cnbcfm.com/api/v1/image/106988005-1639170480753-gettyimages-1172890728-dsc06224-2_2019090744645531.jpeg?v=1662638775&w=1920&h=1080,CNBC,Business,www.cnbc.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.744043'}]",0.272097,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.201404', 'ticker_sentiment_score': '0.186499', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.144621', 'ticker_sentiment_score': '0.149123', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.41547', 'ticker_sentiment_score': '0.319641', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.364412', 'ticker_sentiment_score': '0.292576', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
7,Alphabet's  ( GOOGL )  Google TV to Attract Users With New Feature,https://www.zacks.com/stock/news/1978930/alphabets-googl-google-tv-to-attract-users-with-new-feature,20220909T191900,['Zacks Investment Research'],Alphabet's (GOOGL) Google is preparing to showcase content on Google TV with audio descriptions to help users with visual impairment understand the movie or TV shows properly.,https://staticx-tuner.zacks.com/images/articles/main/aa/397.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.576289'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.440122,Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.817006', 'ticker_sentiment_score': '0.682726', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NKE', 'relevance_score': '0.062434', 'ticker_sentiment_score': '0.428461', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.304679', 'ticker_sentiment_score': '0.595112', 'ticker_sentiment_label': 'Bullish'}]"
8,Here's How to Trade in an iPhone,https://www.thestreet.com/personal-finance/how-to-trade-in-an-iphone,20220909T191500,['Jacob Krol'],We're breaking down how to and where to trade in your iPhone.,https://www.thestreet.com/.image/t_share/MTg4NzEwNjY4MDc2MTMyMDc2/2-best-iphones-2022.jpg,The Street,n/a,www.thestreet.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",0.190742,Somewhat-Bullish,"[{'ticker': 'VZ', 'relevance_score': '0.259037', 'ticker_sentiment_score': '0.199737', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.380012', 'ticker_sentiment_score': '0.166155', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
9,Dow Jones Jumps As Losing Streak Ends; Tesla Surges As Elon Musk Eyes This Move; Warren Buffett Stock Pops,https://www.investors.com/market-trend/stock-market-today/dow-jones-jumps-tesla-stock-surges-as-elon-musk-eyes-this-move-warren-buffett-stock-pops-rh-stock/,20220909T191100,"['MICHAEL LARKIN', ""Investor's Business Daily""]",Dow Jones Jumps As Rally Strengthens. Tesla Surges As Elon Musk Eyes This Move. Warren Buffett Stock Pops Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2020/07/Stock-elonmusk-03-shutt.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.983783'}]",0.208765,Somewhat-Bullish,"[{'ticker': 'QSR', 'relevance_score': '0.120834', 'ticker_sentiment_score': '0.028242', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.160633', 'ticker_sentiment_score': '0.017884', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.200024', 'ticker_sentiment_score': '0.056751', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RH', 'relevance_score': '0.160633', 'ticker_sentiment_score': '0.070746', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.040416', 'ticker_sentiment_score': '0.187162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CAT', 'relevance_score': '0.080728', 'ticker_sentiment_score': '0.203248', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ZS', 'relevance_score': '0.160633', 'ticker_sentiment_score': '0.347398', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ADM', 'relevance_score': '0.120834', 'ticker_sentiment_score': '-0.01988', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DISH', 'relevance_score': '0.080728', 'ticker_sentiment_score': '0.131454', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PANW', 'relevance_score': '0.120834', 'ticker_sentiment_score': '0.03617', 'ticker_sentiment_label': 'Neutral'}]"
