,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
0,"Google's Sundar Pichai To Stand Witness In Antitrust Lawsuit Filed By Epic Games On Tuesday - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",https://www.benzinga.com/news/23/11/35718128/googles-sundar-pichai-to-stand-witness-in-antitrust-lawsuit-filed-by-epic-games-on-tuesday,20231110T012321,['Benzinga Neuro'],"In the ongoing antitrust lawsuit between Alphabet Inc. GOOG GOOGL and Epic Games Inc., Sundar Pichai is slated to testify next week. What Happened: Pichai will testify in a San Francisco federal court on Tuesday, reported Bloomberg, citing an Epic spokeswoman.",https://cdn.benzinga.com/files/images/story/2023/Sundar-Pichai-wikimedia-commons.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.031404,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.70655', 'ticker_sentiment_score': '0.065831', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.092927', 'ticker_sentiment_score': '0.094191', 'ticker_sentiment_label': 'Neutral'}]"
1,"Tom Hanks, Steven Spielberg Back Together For World War II Series On AppleTV+: Here Are The Details, When You Can Watch - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/general/entertainment/23/11/35717790/tom-hanks-steven-spielberg-back-together-for-world-war-ii-series-on-appletv-here-are-the-de,20231110T002039,['Chris Katje'],"Over the years Steven Spielberg and Tom Hanks have collaborated on several World War II cinematic classics, including ""Saving Private Ryan,"" ""The Pacific"" and ""Band of Brothers."" A new series from the duo is coming to Apple Inc AAPL owned AppleTV+ thanks to a deal with Hanks.",https://cdn.benzinga.com/files/images/story/2023/StevenSpielberg-TomHanks-Shutterstock.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",-0.058013,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '0.535653', 'ticker_sentiment_score': '0.039904', 'ticker_sentiment_label': 'Neutral'}]"
2,"Heightened rate volatility points to these opportunities in stocks, bonds for ETF investors, says State Street's Michael Arone",https://www.marketwatch.com/story/heightened-rate-volatility-points-to-these-opportunities-in-stocks-bonds-for-etf-investors-says-state-streets-michael-arone-61f51ea1,20231109T220500,['Christine Idzelis'],"Bond-market volatility spilling into stocks in 2023 may be creating investment opportunities that could pay off in the next year, according to State Street's Michael Arone.",https://images.mktw.net/im-341402/social,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.9545'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",0.141843,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.06171', 'ticker_sentiment_score': '0.15907', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.09245', 'ticker_sentiment_score': '0.166184', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.06171', 'ticker_sentiment_score': '0.15907', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.06171', 'ticker_sentiment_score': '0.15907', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CSCO', 'relevance_score': '0.06171', 'ticker_sentiment_score': '0.082008', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.06171', 'ticker_sentiment_score': '0.082008', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.030878', 'ticker_sentiment_score': '0.076463', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JHG', 'relevance_score': '0.06171', 'ticker_sentiment_score': '0.186205', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AIU', 'relevance_score': '0.030878', 'ticker_sentiment_score': '0.146595', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.09245', 'ticker_sentiment_score': '0.12206', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'STT', 'relevance_score': '0.06171', 'ticker_sentiment_score': '0.054176', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.06171', 'ticker_sentiment_score': '0.15907', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.06171', 'ticker_sentiment_score': '0.117027', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.06171', 'ticker_sentiment_score': '0.082008', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.030878', 'ticker_sentiment_score': '0.177662', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
3,Follow The Money: How To Invest In Tech Strength,https://www.investors.com/how-to-invest/heres-how-to-pick-the-right-etf-as-the-market-returns/,20231109T210100,"['MIKE JUANG', ""Investor's Business Daily""]",Apple Stock Rebounds: Investing In Tech Strength And Money Flows Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2023/04/Stock-applelogo-hand-01-adobe.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.986564'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.212146,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.18967', 'ticker_sentiment_score': '0.187151', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.063763', 'ticker_sentiment_score': '0.3764', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.251032', 'ticker_sentiment_score': '0.24094', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'STT', 'relevance_score': '0.063763', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.063763', 'ticker_sentiment_score': '-0.182255', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
4,Follow The Money: How To Invest In Tech Strength,https://www.investors.com/how-to-invest/apple-stock-rebounds-investing-tech-strength-money-flows/,20231109T210100,"[""Investor's Business Daily"", 'MIKE JUANG']",Apple Stock Rebounds: Investing In Tech Strength And Money Flows Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2023/04/Stock-applelogo-hand-01-adobe.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.986564'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.212146,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.18967', 'ticker_sentiment_score': '0.187151', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.063763', 'ticker_sentiment_score': '0.3764', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.251032', 'ticker_sentiment_score': '0.24094', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'STT', 'relevance_score': '0.063763', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.063763', 'ticker_sentiment_score': '-0.182255', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
5,Dow Jones Dives As Powell Gives This Inflation Warning; Tesla Stock Gets Hammered,https://www.investors.com/market-trend/stock-market-today/dow-jones-dives-as-fed-chair-jerome-powell-gives-this-inflation-warning-tesla-stock-gets-hammered-apple-stock-microsoft-stock/,20231109T202300,"[""Investor's Business Daily"", 'MICHAEL LARKIN']",Dow Jones Dives As Powell Gives This Inflation Warning. Tesla ... Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2022/06/Stock-jeromepowell2022-03-gov.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.890401'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.967321'}]",-0.024365,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.041975', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.083833', 'ticker_sentiment_score': '-0.07293', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.12546', 'ticker_sentiment_score': '-0.008742', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.166743', 'ticker_sentiment_score': '-0.176527', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'WWD', 'relevance_score': '0.12546', 'ticker_sentiment_score': '0.144554', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMGN', 'relevance_score': '0.12546', 'ticker_sentiment_score': '-0.241261', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MSFT', 'relevance_score': '0.12546', 'ticker_sentiment_score': '-0.083747', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.166743', 'ticker_sentiment_score': '-0.209552', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'TDG', 'relevance_score': '0.166743', 'ticker_sentiment_score': '0.280583', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BDX', 'relevance_score': '0.083833', 'ticker_sentiment_score': '-0.233983', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'HD', 'relevance_score': '0.12546', 'ticker_sentiment_score': '-0.241261', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'JXNFL', 'relevance_score': '0.083833', 'ticker_sentiment_score': '0.019876', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MRVL', 'relevance_score': '0.083833', 'ticker_sentiment_score': '-0.10929', 'ticker_sentiment_label': 'Neutral'}]"
6,"SiriusXM CEO: New Tech Platform Simplifies Discovery, Addresses Pain Points For Consumers - Sirius XM Holdings  ( NASDAQ:SIRI ) ",https://www.benzinga.com/news/23/11/35706726/siriusxm-ceo-new-tech-platform-simplifies-discovery-addresses-pain-points-for-consumers,20231109T180208,['Adam Eckert'],Sirius XM Holdings Inc SIRI is digging its teeth into rivals Spotify Technology S.A. SPOT and Apple Inc AAPL by revamping its SiriusXM streaming app. CEO Jennifer Witz detailed some of the changes following the announcement.,https://cdn.benzinga.com/files/images/story/2023/11/09/sxmgeneric-opengraph-v1.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",0.328171,Somewhat-Bullish,"[{'ticker': 'SPOT', 'relevance_score': '0.217834', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.217834', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SIRI', 'relevance_score': '0.321673', 'ticker_sentiment_score': '0.16012', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
7,What Tepid Outlook? Buy Apple ETFs for These 5 Factors,https://www.zacks.com/stock/news/2181870/what-tepid-outlook-buy-apple-etfs-for-these-5-factors,20231109T180000,['Sanghamitra Saha'],"Although investors' sentiments have been dampened by the tepid outlook provided by Apple, there are several positive factors that make investing in Apple ETFs a compelling option.",https://staticx-tuner.zacks.com/images/articles/main/11/933.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.77141'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.938793'}]",0.126497,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '0.890401', 'ticker_sentiment_score': '0.129803', 'ticker_sentiment_label': 'Neutral'}]"
8,"Adam Nash: Why You Should Always Donate Stock Instead Of Cash - Apple  ( NASDAQ:AAPL ) , Vanguard Total Stock Market ETF  ( ARCA:VTI ) ",https://www.benzinga.com/fintech/23/11/35705741/adam-nash-why-you-should-always-donate-stock-instead-of-cash,20231109T165958,['Adam Nash'],"Adam Nash, co-founder & CEO of Daffy.org will be speaking at the upcoming Benzinga Fintech Deal Day & Awards. Mark Nov. 13 on your calendar for the must-attend gathering in the fintech industry! If you are not the type of person who donates money to charity, then you can skip this article.",https://cdn.benzinga.com/files/images/story/2023/11/09/000.png?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}]",0.339752,Somewhat-Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.03468', 'ticker_sentiment_score': '0.10871', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.239137', 'ticker_sentiment_score': '0.238298', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DBX', 'relevance_score': '0.03468', 'ticker_sentiment_score': '0.10871', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EBAY', 'relevance_score': '0.03468', 'ticker_sentiment_score': '0.10871', 'ticker_sentiment_label': 'Neutral'}]"
9,SPY: SPY: Unpacking Market Swings - What Lies Ahead for Investors?,https://stocknews.com/news/spy-ivv-voo-vv-spy-unpacking-market-swings-what-lies-ahead-for-investors/,20231109T165308,['StockNews.com Staff'],"The S&P 500 index has had a decent run this year, gaining 14.2% year-to-date. Despite the overall gains, the index has undergone periods of volatility due to the uncertain macroeconomic and geopolitical environment, as is evident from the index's 1.9% decline over the past three months.",https://stocknews.com/wp-content/uploads/2021/12/shutterstock_199193084-scaled.jpg,Stocknews.com,n/a,stocknews.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.838487'}, {'topic': 'Financial Markets', 'relevance_score': '0.995015'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.188617,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.07874', 'ticker_sentiment_score': '0.050663', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.07874', 'ticker_sentiment_score': '0.050663', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.07874', 'ticker_sentiment_score': '0.050663', 'ticker_sentiment_label': 'Neutral'}]"
