,index,date,open,high,low,close,adj close,volume,dividends,stock splits,feature_close,feature_open,feature_high,feature_low,feature_volume,categ_test,categ_test2,position,real_position,portfolio_valuation,reward
10,2058,2018-03-08 00:00:00,63.400001525878906,63.459999084472656,62.92380142211914,63.13999938964844,48.72207260131836,2472429,0.0,0.0,0.06565338158908537,0.0657184657209699,0.06573344649744568,0.06559905817479997,0.23314399379936454,"(0.0653, 0.0698]","(58.176, 63.602]",0,0.0,101.07509929672061,0.0
11,2059,2018-03-09 00:00:00,62.97999954223633,63.39500045776367,62.93999862670898,63.25,48.80694580078125,4281285,0.0,0.0,0.06556672138510086,0.06549908629888508,0.06560292492016961,0.06548904142003495,0.2414191898204227,"(0.0653, 0.0698]","(58.176, 63.602]",0,0.0,101.07509929672061,0.0
12,2060,2018-03-12 00:00:00,62.90999984741211,63.31999969482422,62.810001373291016,63.16999816894531,48.745216369628906,2839626,0.0,0.0,0.06562972290796386,0.06556443329441991,0.06566726848873819,0.06553925025069575,0.23522531806292635,"(0.0653, 0.0698]","(58.176, 63.602]",0,0.0,101.07509929672061,0.0
13,2061,2018-03-13 00:00:00,63.59000015258789,63.880001068115234,62.52999877929688,62.650001525878906,48.34395599365234,3011839,0.0,0.0,0.06604251564125785,0.06628022548353195,0.06635285297399911,0.06601191255117546,0.23811749481691236,"(0.0653, 0.0698]","(58.176, 63.602]",0,0.0,101.07509929672061,0.0
14,2062,2018-03-14 00:00:00,62.7599983215332,62.83000183105469,62.06999969482422,62.20000076293945,47.99672317504883,4526389,0.0,0.0,0.06640442060045802,0.06654851849434289,0.06656644123427156,0.06637078335807127,0.24638962799612177,"(0.0653, 0.0698]","(58.176, 63.602]",0,0.0,101.07509929672061,0.0
15,2063,2018-03-15 00:00:00,61.81999969482422,62.2599983215332,61.64400100708008,61.88999938964844,47.75750350952149,3149445,0.0,0.0,0.06665630387095124,0.06663801862077988,0.06675261235736034,0.06659195279131794,0.24176340204173422,"(0.0653, 0.0698]","(58.176, 63.602]",0,0.0,101.07509929672061,0.0
16,2064,2018-03-16 00:00:00,61.810001373291016,62.43999862670898,61.77000045776367,62.16999816894531,47.97356796264648,3585870,0.0,0.0,0.06642870613581238,0.06633529527670384,0.06649841073533357,0.06632488239606034,0.24276197723836387,"(0.0653, 0.0698]","(58.176, 63.602]",0,0.0,101.07509929672061,0.0
17,2065,2018-03-19 00:00:00,61.970001220703125,61.970001220703125,61.29999923706055,61.75,47.64947891235352,2787312,0.0,0.0,0.06677075263980707,0.06682834682870133,0.06682834682870133,0.06665230494730642,0.24033341293165794,"(0.0653, 0.0698]","(58.176, 63.602]",0,0.0,101.07509929672061,0.0
18,2066,2018-03-20 00:00:00,61.7599983215332,62.43999862670898,61.7599983215332,62.209999084472656,48.00443649291992,4703801,0.0,0.0,0.06639633185336542,0.06627963252242547,0.06645565237896524,0.06627963252242547,0.24696803872930342,"(0.0653, 0.0698]","(58.176, 63.602]",0,0.0,101.07509929672061,0.0
19,2067,2018-03-21 00:00:00,62.220001220703125,63.75,62.119998931884766,63.47999954223633,48.98443984985352,6044052,0.0,0.0,0.06538634086922734,0.06507051891738429,0.06545320122874344,0.06504517975522087,0.24597645429285814,"(0.0653, 0.0698]","(58.176, 63.602]",0,0.0,101.07509929672061,0.0
20,2068,2018-03-22 00:00:00,63.09999847412109,63.11000061035156,62.34000015258789,62.369998931884766,48.12789535522461,3020210,0.0,0.0,0.0662671868557569,0.06645375687583006,0.06645629816017903,0.06625947326534577,0.23923099533242936,"(0.0653, 0.0698]","(58.176, 63.602]",0,0.0,101.07509929672061,0.0
